Date, Data
2015-09-11, 68.4961
2015-09-12, 68.0093
2015-09-13, 68.0093
2015-09-14, 68.0093
2015-09-15, 67.9571
2015-09-16, 67.1574
2015-09-17, 65.9273
2015-09-18, 65.3623
2015-09-19, 65.6445
2015-09-20, 65.6445
2015-09-21, 65.6445
2015-09-22, 66.1455
2015-09-23, 66.1747
2015-09-24, 66.0410
2015-09-25, 66.5151
2015-09-26, 65.6727
2015-09-27, 65.6727
2015-09-28, 65.6727
2015-09-29, 65.5470
2015-09-30, 66.2367
2015-10-01, 65.7364
2015-10-02, 65.0336
2015-10-03, 65.9414
2015-10-04, 65.9414
2015-10-05, 65.9414
2015-10-06, 65.6248
2015-10-07, 65.0962
2015-10-08, 62.7061
2015-10-09, 62.2942
2015-10-10, 61.2967
2015-10-11, 61.2967
2015-10-12, 61.2967
2015-10-13, 61.1535
2015-10-14, 62.2237
2015-10-15, 63.1248
2015-10-16, 62.2433
2015-10-17, 61.3587
2015-10-18, 61.3587
2015-10-19, 61.3587
2015-10-20, 61.4419
2015-10-21, 62.1620
2015-10-22, 62.6309
2015-10-23, 62.7888
2015-10-24, 61.9286
2015-10-25, 61.9286
2015-10-26, 61.9286
2015-10-27, 62.5038
2015-10-28, 63.5004
2015-10-29, 65.3159
2015-10-30, 64.1686
2015-10-31, 64.3742
2015-11-01, 64.3742
2015-11-02, 64.3742
2015-11-03, 63.7993
2015-11-04, 63.8525
2015-11-05, 63.8525
2015-11-06, 63.3991
2015-11-07, 63.6832
2015-11-08, 63.6832
2015-11-09, 63.6832
2015-11-10, 64.6606
2015-11-11, 64.3908
2015-11-12, 64.5693
2015-11-13, 65.4541
2015-11-14, 66.6343
2015-11-15, 66.6343
2015-11-16, 66.6343
2015-11-17, 66.4607
2015-11-18, 65.4799
2015-11-19, 64.7785
2015-11-20, 64.9120
2015-11-21, 64.8673
2015-11-22, 64.8673
2015-11-23, 64.8673
2015-11-24, 65.5973
2015-11-25, 65.6210
2015-11-26, 65.4789
2015-11-27, 65.6836
2015-11-28, 66.2393
2015-11-29, 66.2393
2015-11-30, 66.2393
2015-12-01, 66.7370
2015-12-02, 66.2584
2015-12-03, 66.7402
2015-12-04, 67.7691
2015-12-05, 67.6698
2015-12-06, 67.6698
2015-12-07, 67.6698
2015-12-08, 68.5156
2015-12-09, 69.3026
2015-12-10, 69.2000
2015-12-11, 69.2151
2015-12-12, 69.1755
2015-12-13, 69.1755
2015-12-14, 69.1755
2015-12-15, 70.2244
2015-12-16, 70.8295
2015-12-17, 70.4012
2015-12-18, 70.5806
2015-12-19, 71.3215
2015-12-20, 71.3215
2015-12-21, 71.3215
2015-12-22, 71.2553
2015-12-23, 71.1211
2015-12-24, 70.9333
2015-12-25, 69.5165
2015-12-26, 70.2690
2015-12-27, 70.2690
2015-12-28, 70.2690
2015-12-29, 70.7865
2015-12-30, 72.5066
2015-12-31, 72.8827
