Date, Data
2018-07-30, 62.9726
2018-07-31, 62.7805
2018-08-01, 62.3497
2018-08-02, 62.5590
2018-08-03, 63.1358
2018-08-04, 63.4549
2018-08-05, 63.4549
2018-08-06, 63.4549
2018-08-07, 63.4975
2018-08-08, 63.5425
2018-08-09, 63.5950
2018-08-10, 66.2856
2018-08-11, 66.9075
2018-08-12, 66.9075
2018-08-13, 66.9075
2018-08-14, 68.2234
2018-08-15, 66.7535
2018-08-16, 66.3772
2018-08-17, 66.8932
2018-08-18, 66.8757
2018-08-19, 66.8757
2018-08-20, 66.8757
2018-08-21, 67.1807
2018-08-22, 67.1783
2018-08-23, 67.6163
2018-08-24, 68.5259
2018-08-25, 67.7911
2018-08-26, 67.7911
2018-08-27, 67.7911
2018-08-28, 67.3963
2018-08-29, 67.3911
2018-08-30, 68.1451
2018-08-31, 68.0821
2018-09-01, 68.0447
2018-09-02, 68.0447
2018-09-03, 68.0447
2018-09-04, 67.7443
2018-09-05, 68.2737
2018-09-06, 68.4628
2018-09-07, 68.2505
2018-09-08, 69.0286
2018-09-09, 69.0286
2018-09-10, 69.0286
2018-09-11, 69.8685
2018-09-12, 69.9744
2018-09-13, 69.5728
2018-09-14, 68.6370
2018-09-15, 68.2826
2018-09-16, 68.2826
2018-09-17, 68.2826
2018-09-18, 68.1958
2018-09-19, 67.7519
2018-09-20, 67.0098
2018-09-21, 66.4725
2018-09-22, 66.2497
2018-09-23, 66.2497
2018-09-24, 66.2497
2018-09-25, 66.1594
2018-09-26, 65.8244
2018-09-27, 65.7585
2018-09-28, 65.8355
2018-09-29, 65.5906
2018-09-30, 65.5906
2018-10-01, 65.5906
2018-10-02, 65.5745
2018-10-03, 65.2221
2018-10-04, 65.4244
2018-10-05, 66.2115
2018-10-06, 66.6270
2018-10-07, 66.6270
2018-10-08, 66.6270
2018-10-09, 66.9685
2018-10-10, 66.4032
2018-10-11, 66.1832
2018-10-12, 66.7727
2018-10-13, 65.9751
2018-10-14, 65.9751
2018-10-15, 65.9751
2018-10-16, 65.7508
2018-10-17, 65.5305
2018-10-18, 65.4026
2018-10-19, 65.7238
2018-10-20, 65.8140
2018-10-21, 65.8140
2018-10-22, 65.8140
2018-10-23, 65.3065
2018-10-24, 65.3101
2018-10-25, 65.6299
2018-10-26, 65.7476
2018-10-27, 65.6345
2018-10-28, 65.6345
2018-10-29, 65.6345
2018-10-30, 65.8129
2018-10-31, 65.7742
2018-11-01, 65.5962
2018-11-02, 65.6517
2018-11-03, 65.5799
2018-11-04, 65.5799
2018-11-05, 65.5799
2018-11-06, 65.5799
2018-11-07, 65.9912
2018-11-08, 66.0918
2018-11-09, 66.2155
2018-11-10, 66.8497
2018-11-11, 66.8497
2018-11-12, 66.8497
2018-11-13, 67.5238
2018-11-14, 67.6812
2018-11-15, 67.9975
2018-11-16, 66.6159
2018-11-17, 65.9931
2018-11-18, 65.9931
2018-11-19, 65.9931
2018-11-20, 66.0081
2018-11-21, 65.5871
2018-11-22, 65.9485
2018-11-23, 65.6067
2018-11-24, 65.6664
2018-11-25, 65.6664
2018-11-26, 65.6664
2018-11-27, 66.5072
2018-11-28, 66.7800
2018-11-29, 66.9436
2018-11-30, 66.6342
2018-12-01, 66.5335
2018-12-02, 66.5335
2018-12-03, 66.5335
2018-12-04, 66.2921
2018-12-05, 66.4467
2018-12-06, 66.8242
2018-12-07, 66.7377
2018-12-08, 66.9227
2018-12-09, 66.9227
2018-12-10, 66.9227
2018-12-11, 66.2416
2018-12-12, 66.5022
2018-12-13, 66.4225
2018-12-14, 66.2550
2018-12-15, 66.4337
2018-12-16, 66.4337
2018-12-17, 66.4337
2018-12-18, 66.6208
2018-12-19, 66.7454
2018-12-20, 67.1121
2018-12-21, 67.3710
2018-12-22, 68.0085
2018-12-23, 68.0085
2018-12-24, 68.0085
2018-12-25, 68.4073
2018-12-26, 68.7448
2018-12-27, 68.8865
2018-12-28, 68.8762
2018-12-29, 69.5218
2018-12-30, 69.4706
2018-12-31, 69.4706
