Date, Data
2021-04-09, 77.1011
2021-04-10, 77.1657
2021-04-11, 77.1657
2021-04-12, 77.1657
2021-04-13, 77.5104
2021-04-14, 77.2535
2021-04-15, 75.6826
2021-04-16, 76.9808
2021-04-17, 75.5535
2021-04-18, 75.5535
2021-04-19, 75.5535
2021-04-20, 76.2491
2021-04-21, 76.0155
2021-04-22, 76.8198
2021-04-23, 76.4217
2021-04-24, 75.0893
2021-04-25, 75.0893
2021-04-26, 75.0893
2021-04-27, 74.7680
2021-04-28, 74.9578
2021-04-29, 74.9390
2021-04-30, 74.3823
2021-05-01, 74.8451
2021-05-02, 74.8451
2021-05-03, 74.8451
2021-05-04, 74.8451
2021-05-05, 75.2567
2021-05-06, 74.8617
2021-05-07, 74.5770
2021-05-08, 74.1373
2021-05-08, -
2021-05-10, 74.1373
2021-05-11, 74.1373
2021-05-12, 74.1567
2021-05-13, 74.0400
2021-05-14, 74.3566
2021-05-15, 73.9968
2021-05-16, 73.9968
2021-05-17, 73.9968
2021-05-18, 73.8537
2021-05-19, 73.6992
2021-05-20, 73.6778
2021-05-20, -
2021-05-22, 73.5803
2021-05-23, 73.5803
2021-05-24, 73.5803
2021-05-25, 73.5266
2021-05-26, 73.3963
2021-05-27, 73.4737
2021-05-28, 73.4580
2021-05-29, 73.5870
2021-05-30, 73.5870
2021-05-31, 73.5870
2021-06-01, 73.2965
2021-06-02, 73.2411
2021-06-03, 73.4979
2021-06-04, 73.2636
2021-06-05, 73.2721
2021-06-06, 73.2721
2021-06-07, 73.2721
2021-06-08, 72.9294
2021-06-09, 72.8256
2021-06-10, 72.0829
2021-06-11, 72.1974
2021-06-12, 71.6797
2021-06-13, 71.6797
2021-06-14, 71.6797
2021-06-15, 71.6797
2021-06-16, 71.8318
2021-06-17, 72.0323
2021-06-18, 72.5048
2021-06-19, 72.2216
2021-06-20, 72.2216
2021-06-21, 72.2216
2021-06-22, 73.1987
2021-06-23, 73.1661
2021-06-24, 72.6671
2021-06-25, 72.3260
2021-06-26, 72.1694
2021-06-27, 72.1694
2021-06-28, 72.1694
2021-06-29, 72.1777
2021-06-30, 72.3723
2021-07-01, 72.7234
2021-07-02, 72.9086
2021-07-03, 73.6175
2021-07-04, 73.6175
2021-07-05, 73.6175
2021-07-06, 73.3540
2021-07-07, 73.2660
2021-07-08, 74.0580
2021-07-09, 75.1952
2021-07-10, 74.4675
2021-07-11, 74.4675
2021-07-12, 74.4675
2021-07-13, 74.6336
2021-07-14, 74.0589
2021-07-15, 74.1236
2021-07-16, 74.2197
2021-07-17, 74.1656
2021-07-18, 74.1656
2021-07-19, 74.1656
2021-07-20, 74.3463
2021-07-21, 74.4910
2021-07-22, 74.4947
2021-07-23, 73.6945
2021-07-24, 73.7663
2021-07-25, 73.7663
2021-07-26, 73.7663
2021-07-27, 74.0980
2021-07-28, 73.8471
2021-07-29, 73.6088
2021-07-29, -
2021-07-31, 73.1388
2021-08-01, 73.1388
2021-08-02, 73.1388
2021-08-03, 73.0156
2021-08-04, 72.8724
2021-08-05, 72.7857
2021-08-06, 73.1680
2021-08-07, 73.1304
2021-08-08, 73.1304
2021-08-09, 73.1304
2021-08-10, 73.5078
2021-08-11, 73.5962
2021-08-12, 73.9695
2021-08-13, 73.5671
2021-08-14, 73.4721
2021-08-15, 73.4721
2021-08-16, 73.4721
2021-08-17, 73.3920
2021-08-18, 73.4753
2021-08-19, 73.4633
2021-08-20, 74.1503
2021-08-21, 74.3640
2021-08-22, 74.3640
2021-08-23, 74.3640
2021-08-24, 74.0666
2021-08-25, 73.9465
2021-08-26, 73.7428
2021-08-27, 73.9908
2021-08-28, 73.9866
2021-08-29, 73.9866
2021-08-30, 73.9866
2021-08-31, 73.5744
2021-09-01, 73.2781
2021-09-02, 73.1912
2021-09-03, 72.8491
2021-09-04, 72.8545
2021-09-05, 72.8545
2021-09-06, 72.8545
2021-09-07, 72.9538
2021-09-08, 73.1909
2021-09-09, 73.4421
2021-09-10, 73.1290
2021-09-11, 72.7600
2021-09-12, 72.7600
2021-09-13, 72.7600
2021-09-14, 73.0841
2021-09-15, 72.7171
2021-09-16, 72.8520
2021-09-17, 72.4329
2021-09-18, 72.5602
2021-09-19, 72.5602
2021-09-20, 72.5602
2021-09-21, 73.3315
2021-09-22, 73.2067
2021-09-23, 72.8806
2021-09-24, 72.7245
2021-09-25, 73.0081
2021-09-26, 73.0081
2021-09-27, 73.0081
2021-09-28, 72.6613
2021-09-29, 72.5083
2021-09-30, 72.7608
2021-10-01, 72.6642
2021-10-02, 72.9215
2021-10-03, 72.9215
2021-10-04, 72.9215
2021-10-05, 72.9239
2021-10-06, 72.5686
2021-10-07, 72.5682
2021-10-08, 72.2854
2021-10-09, 71.9882
2021-10-10, 71.9882
2021-10-11, 71.9882
2021-10-12, 71.6373
2021-10-13, 71.8801
2021-10-14, 71.8577
2021-10-15, 71.7846
2021-10-16, 71.2371
2021-10-17, 71.2371
2021-10-18, 71.2371
2021-10-19, 71.1714
2021-10-20, 70.9674
2021-10-21, 71.0555
2021-10-22, 70.9904
2021-10-23, 70.8623
2021-10-24, 70.8623
2021-10-25, 70.8623
2021-10-26, 70.1345
2021-10-27, 69.5526
2021-10-28, 69.8104
2021-10-29, 70.5207
2021-10-30, 70.5200
2021-10-31, 70.5200
2021-11-01, 70.5200
2021-11-02, 71.0863
2021-11-03, 71.4783
2021-11-04, 71.4876
2021-11-05, 71.4876
2021-11-06, 71.4876
2021-11-07, 71.4876
2021-11-08, 71.4876
2021-11-09, 71.3975
2021-11-10, 71.2866
2021-11-11, 70.6950
2021-11-12, 71.1964
2021-11-13, 71.8118
2021-11-14, 71.8118
2021-11-15, 71.8118
2021-11-16, 72.2724
2021-11-17, 72.5553
2021-11-18, 72.8228
2021-11-19, 72.6022
2021-11-20, 72.7617
2021-11-21, 72.7617
2021-11-22, 72.7617
2021-11-23, 73.4506
2021-11-24, 74.8327
2021-11-25, 74.3726
2021-11-26, 74.6004
2021-11-27, 75.5873
2021-11-28, 75.5873
2021-11-29, 75.5873
2021-11-30, 74.9818
2021-12-01, 74.8926
2021-12-02, 73.9746
2021-12-03, 74.0637
2021-12-04, 73.7426
2021-12-05, 73.7426
2021-12-06, 73.7426
2021-12-07, 73.6694
2021-12-08, 74.1399
2021-12-09, 73.8453
2021-12-10, 73.5998
2021-12-11, 73.6059
2021-12-12, 73.6059
2021-12-13, 73.6059
2021-12-14, 73.4107
2021-12-15, 73.4698
2021-12-16, 73.8510
2021-12-17, 73.5708
2021-12-18, 73.7330
2021-12-19, 73.7330
2021-12-20, 73.7330
2021-12-21, 74.2947
2021-12-22, 73.8206
2021-12-23, 73.7901
2021-12-24, 73.3583
2021-12-25, 73.1886
2021-12-26, 73.1886
2021-12-27, 73.1886
2021-12-28, 73.2329
2021-12-29, 73.4959
2021-12-30, 73.6514
2021-12-31, 74.2926
