Date, Data
2022-10-28, 61.3589
2022-10-29, 61.5343
2022-10-30, 61.5343
2022-10-31, 61.5343
2022-11-01, 61.6229
2022-11-02, 61.4275
2022-11-03, 61.6175
2022-11-04, 62.0955
2022-11-05, 62.0955
2022-11-06, 62.0955
2022-11-07, 62.0955
2022-11-08, 61.2367
2022-11-09, 60.9774
2022-11-10, 61.0611
2022-11-11, 61.2434
2022-11-12, 60.2179
2022-11-13, 60.2179
2022-11-14, 60.2179
2022-11-15, 60.3982
2022-11-16, 60.3116
2022-11-17, 60.3484
2022-11-18, 60.3894
2022-11-19, 60.3741
2022-11-20, 60.3741
2022-11-21, 60.3741
2022-11-22, 60.7379
2022-11-23, 60.6566
2022-11-24, 60.5043
2022-11-25, 60.3866
2022-11-26, 60.4797
2022-11-27, 60.4797
2022-11-28, 60.4797
2022-11-29, 60.7520
2022-11-30, 61.0742
2022-12-01, 60.8803
2022-12-02, 61.1479
2022-12-03, 61.7749
2022-12-04, 61.7749
2022-12-05, 61.7749
2022-12-06, 62.1849
2022-12-07, 62.9103
2022-12-08, 62.9372
2022-12-09, 62.5722
2022-12-10, 62.3813
2022-12-11, 62.3813
2022-12-12, 62.3813
2022-12-13, 62.7674
2022-12-14, 63.2120
2022-12-15, 63.3590
2022-12-16, 64.3015
2022-12-17, 64.6078
2022-12-18, 64.6078
2022-12-19, 64.6078
2022-12-20, 66.3474
2022-12-21, 69.0037
2022-12-22, 70.5256
2022-12-23, 72.1306
2022-12-24, 68.6760
2022-12-25, 68.6760
2022-12-26, 68.6760
2022-12-27, 68.4487
2022-12-28, 69.9346
2022-12-29, 71.3261
2022-12-30, 71.9778
2022-12-31, 70.3375
